Filename,Topic 1,Topic 2,Topic 3
608341newsML.xml,22 (0.42710893209142453),45 (0.20008819979649434),14 (0.18301566432413066)
478469newsML.xml,27 (0.36472200794835397),29 (0.23411627915751937),28 (0.2017389988814322)
480280newsML.xml,16 (0.8354277807989408),47 (0.06798556052557837),42 (0.06751970401827354)
480249newsML.xml,44 (0.7055260210991666),8 (0.11686861219543662),29 (0.08245992036822743)
608946newsML.xml,12 (0.5985228401545073),16 (0.11217245076713168),2 (0.10013566725217636)
611470newsML.xml,19 (0.8408310824561133),12 (0.1382993523264916),49 (0.00043478260869572483)
568428newsML.xml,23 (0.31877577180888605),46 (0.2959434306678824),24 (0.16895611984683015)
611193newsML.xml,19 (0.976666666666661),49 (0.00047619047619058494),12 (0.00047619047619058494)
608177newsML.xml,43 (0.7681764011281793),37 (0.19843298444945096),32 (0.02542451272744735)
608494newsML.xml,13 (0.3372570716855535),23 (0.32894864902952825),22 (0.19191859604782566)
713224newsML.xml,33 (0.4585401042174169),5 (0.16865159678176123),23 (0.15400069429901017)
478375newsML.xml,13 (0.716497770000666),16 (0.12377964069496004),21 (0.10462705420474264)
478696newsML.xml,48 (0.46319668835442623),13 (0.3380475228437431),32 (0.09757994530609274)
694523newsML.xml,47 (0.5181003796418808),44 (0.283274583869248),11 (0.08791327815040258)
568933newsML.xml,41 (0.7335026883243323),1 (0.16795239586943386),30 (0.09593380469511957)
570918newsML.xml,16 (0.5367364540581607),43 (0.2214388892128198),48 (0.056619852861079685)
609940newsML.xml,16 (0.952299693493768),26 (0.020989904639837926),32 (0.01808654865530131)
522824newsML.xml,37 (0.24763371016778324),1 (0.24433413300299003),46 (0.1684202761614996)
645195newsML.xml,41 (0.627233413911605),49 (0.18736530152323427),30 (0.09390744400191026)
609989newsML.xml,16 (0.8003814732942726),21 (0.17613785158812514),29 (0.013986654096229002)
731369newsML.xml,6 (0.5399293387785397),17 (0.2071592466614392),23 (0.18581061159881027)
569104newsML.xml,16 (0.7754316290806049),23 (0.1141481530577725),47 (0.09736466230604296)
610195newsML.xml,16 (0.33298412608763167),36 (0.21830041264091454),3 (0.2115480963169331)
610476newsML.xml,4 (0.48831533856816983),24 (0.23073209158155653),5 (0.06723964363895607)
479690newsML.xml,39 (0.8137430357291164),25 (0.05521886677134502),17 (0.0544871869082647)
570403newsML.xml,29 (0.7589189052541075),32 (0.1201283275805079),34 (0.07995137855539204)
479373newsML.xml,33 (0.9291271711671115),12 (0.0317358305678072),20 (0.02063512978634081)
609492newsML.xml,44 (0.2879867579079359),10 (0.25115972957314503),30 (0.2402649520922443)
479659newsML.xml,39 (0.9395154404281203),12 (0.0272457601768702),18 (0.02595197768953831)
609171newsML.xml,19 (0.9693749999999948),49 (0.0006250000000001083),12 (0.0006250000000001083)
570129newsML.xml,16 (0.3407563552885741),39 (0.252816456024293),36 (0.13667924431144063)
789783newsML.xml,30 (0.3663275263896152),7 (0.3128595113425771),34 (0.17997732725779775)
569935newsML.xml,16 (0.6941575787942127),10 (0.2962424212057826),13 (0.0002000000000000994)
569618newsML.xml,16 (0.45531644666108473),43 (0.26593301297482447),22 (0.10768414626582758)
610640newsML.xml,19 (0.9811538461538422),49 (0.00038461538461546176),12 (0.00038461538461546176)
477969newsML.xml,23 (0.5718595236065301),10 (0.31271895535415184),39 (0.10777924461653003)
569332newsML.xml,21 (0.5416292241088083),5 (0.37773760497098435),11 (0.04643510335416385)
610689newsML.xml,19 (0.9782222222222193),49 (0.0004444444444444982),12 (0.0004444444444444982)
479974newsML.xml,39 (0.7161263571395816),43 (0.16490428703725632),29 (0.09710889070681229)
657263newsML.xml,23 (0.5501682025506055),17 (0.2293814115966605),33 (0.0845369774870688)
712825newsML.xml,30 (0.45112936880982457),41 (0.26260036949145593),0 (0.1431790187961667)
710820newsML.xml,30 (0.6492942093347778),18 (0.1259165520099361),20 (0.11554633291753441)
609347newsML.xml,5 (0.5559696673498117),41 (0.33579542585255523),44 (0.08279344421993277)
570635newsML.xml,38 (0.9678700737899206),19 (0.019157340786259018),32 (0.009870275192795805)
479145newsML.xml,5 (0.5503869334899126),0 (0.2808030254360688),9 (0.16077585303980982)
522709newsML.xml,24 (0.6036839918919914),25 (0.2462079865639876),5 (0.08488888157897168)
569873newsML.xml,16 (0.8286632335619121),17 (0.11440373673827349),44 (0.04648858525535816)
712364newsML.xml,25 (0.4001657707299576),17 (0.2792997738352744),23 (0.13446432594952723)
609037newsML.xml,33 (0.6675341665718023),25 (0.28532124008072357),23 (0.02172442611365698)
570545newsML.xml,42 (0.3527740185576124),17 (0.26107997385602144),24 (0.16579442292165736)
479235newsML.xml,42 (0.5107758462613091),26 (0.18872845943190186),36 (0.11222953715139972)
569568newsML.xml,42 (0.8605794469815539),3 (0.12825776232045893),0 (0.0002325581398054423)
610530newsML.xml,29 (0.6130193238928253),4 (0.1767463136247939),38 (0.09786627429203355)
569042newsML.xml,24 (0.8258428421742287),25 (0.10751608986526241),35 (0.060113290182716356)
570897newsML.xml,16 (0.7398955358943274),40 (0.09076178450682557),3 (0.06983104368754586)
609806newsML.xml,17 (0.3333784055278842),23 (0.18307621903853732),42 (0.1612809434757086)
570773newsML.xml,38 (0.467348932186595),9 (0.18111588878127893),16 (0.15437944104408138)
479003newsML.xml,16 (0.4124799976392841),29 (0.26173717418734227),30 (0.13412364098495153)
570290newsML.xml,16 (0.43163675208985747),12 (0.24498314521238587),32 (0.11352096778974653)
479529newsML.xml,24 (0.273977293405182),38 (0.2546158516374508),29 (0.10907869019437458)
609201newsML.xml,7 (0.582760736103671),47 (0.37638943838559663),13 (0.035118118193607786)
570259newsML.xml,13 (0.3708039631235731),32 (0.21117447313894527),43 (0.18539568445848031)
522686newsML.xml,14 (0.31567554994894564),5 (0.2449489468917136),1 (0.12730906039825904)
479832newsML.xml,16 (0.8923490968119039),42 (0.06737159577245666),6 (0.019263155235804696)
569274newsML.xml,25 (0.6053846092421786),37 (0.3121733225648651),21 (0.040141504287489735)
569797newsML.xml,42 (0.389649644522634),39 (0.344048787636828),4 (0.23273013926902528)
610706newsML.xml,19 (0.9782222222222197),25 (0.0004444444444445836),9 (0.00044444444444449293)
611316newsML.xml,38 (0.46940781178898533),19 (0.2637566660747041),25 (0.24840414958727342)
568387newsML.xml,39 (0.9148691592821359),31 (0.04556549927102758),35 (0.025741812035059382)
568664newsML.xml,22 (0.4996843343644634),31 (0.32676236044835677),8 (0.14474405585069938)
480005newsML.xml,23 (0.2649302221993631),16 (0.20319721923924713),29 (0.13177706314516227)
478908newsML.xml,23 (0.5027358285961463),34 (0.20368957930278098),37 (0.14979333464667813)
714154newsML.xml,6 (0.39965532122527275),37 (0.3141128376622568),9 (0.09361690806812557)
608611newsML.xml,29 (0.35301381510157925),37 (0.3363425761982638),12 (0.1837944699771887)
478139newsML.xml,23 (0.3699483049826554),39 (0.25145920420239204),25 (0.16448295439965321)
478413newsML.xml,16 (0.5893148948981826),12 (0.19265750295016235),43 (0.10487255091397396)
480719newsML.xml,16 (0.8309622539368904),23 (0.13397140192927962),42 (0.016477349765127512)
480233newsML.xml,44 (0.9070799293826554),29 (0.08830468600195551),49 (9.615384615393973e-05)
711292newsML.xml,6 (0.3308554748306765),25 (0.2501984602370607),5 (0.1788946180693318)
568452newsML.xml,39 (0.9258193520760165),25 (0.0604663622096855),49 (0.0002857142857145454)
662152newsML.xml,49 (0.4158196211210215),44 (0.17390942754809377),21 (0.1324591299023213)
611120newsML.xml,19 (0.9748717948717889),49 (0.0005128205128206294),12 (0.0005128205128206294)
478625newsML.xml,16 (0.7219788614869356),42 (0.17938562174064215),48 (0.0705687714478951)
694590newsML.xml,44 (0.8032786289100499),29 (0.09024305285673725),8 (0.08376733104948535)
571155newsML.xml,23 (0.4687354906656753),24 (0.14525883795292718),20 (0.09339132434631944)
694559newsML.xml,24 (0.5043352445516109),20 (0.31959940343137433),16 (0.13360878407365168)
534868newsML.xml,44 (0.3587576260446674),49 (0.2345180733095099),33 (0.16805963469534754)
608427newsML.xml,22 (0.5657389134956332),26 (0.42651915102048893),12 (0.00016129032258078882)
714681newsML.xml,37 (0.5962379668473484),6 (0.34805570524210444),7 (0.022493928522798714)
627097newsML.xml,15 (0.2830432163959456),22 (0.20576575526275648),33 (0.19318092861886618)
611911newsML.xml,19 (0.9782222222222154),49 (0.000444444444444578),12 (0.000444444444444578)
714362newsML.xml,6 (0.4967107394059607),40 (0.2147327372655093),37 (0.15723198831535556)
568949newsML.xml,20 (0.327529107592924),30 (0.2738195051910471),11 (0.15148329562916135)
568980newsML.xml,24 (0.3517468561701515),5 (0.18175532489881405),20 (0.1603136818288348)
478555newsML.xml,48 (0.5382769369085976),44 (0.2965918018635419),14 (0.0683492511790083)
694303newsML.xml,35 (0.744480494092889),21 (0.12550304446895075),48 (0.12169787736733732)
571225newsML.xml,14 (0.39319446729723323),44 (0.1679078478927612),28 (0.14110839660409727)
694629newsML.xml,29 (0.2794621764309837),4 (0.2618768376878953),13 (0.2550586048685661)
608757newsML.xml,43 (0.3078429835500508),37 (0.21797024419560038),24 (0.2033562706500684)
480469newsML.xml,29 (0.7791449168296924),11 (0.08175318738428303),30 (0.07066079152482262)
478887newsML.xml,34 (0.3658963438097346),29 (0.3608064273490698),24 (0.177934526946684)
480143newsML.xml,3 (0.566668068486822),24 (0.1745641148994231),23 (0.10947070270626691)
611299newsML.xml,19 (0.8929531941213917),23 (0.08178364798386069),12 (0.0005263157894738993)
568722newsML.xml,22 (0.543376406036716),18 (0.3183920541500451),8 (0.06208192009246295)
611250newsML.xml,19 (0.9795833333333287),39 (0.0004166666666667611),49 (0.0004166666666667576)
667407newsML.xml,17 (0.5470919632855383),42 (0.3345692033796683),24 (0.0947630668552581)
611857newsML.xml,23 (0.47851444845815294),12 (0.22931591677578486),4 (0.21644223290426365)
608561newsML.xml,46 (0.2740140397924913),49 (0.17814265358678993),33 (0.12576618484300284)
478249newsML.xml,6 (0.5738238436711648),42 (0.24699022240804938),19 (0.14322180649362248)
713318newsML.xml,37 (0.36947521780970255),5 (0.19003325328598641),40 (0.14212630051964964)
478763newsML.xml,24 (0.49445417157740157),16 (0.3974648507000909),3 (0.05614088853723942)
571013newsML.xml,19 (0.8676362505439784),11 (0.10894911530963809),12 (0.0004878048780496509)
478280newsML.xml,35 (0.42219353549547506),28 (0.421451800574379),48 (0.09676772644033643)
611066newsML.xml,19 (0.7775961727994344),25 (0.16578661979821774),21 (0.03703387406895779)
611585newsML.xml,19 (0.89459632017289),28 (0.08014052193236457),49 (0.0005263157894738536)
568514newsML.xml,23 (0.8422096876449627),0 (0.07898085768280774),39 (0.06364816434959034)
480375newsML.xml,16 (0.7917211551973643),24 (0.19698472715555987),12 (0.00023529411764741578)
480696newsML.xml,18 (0.3887094219546449),23 (0.24414692715715453),1 (0.19840471904539028)
569809newsML.xml,21 (0.475127089251727),23 (0.2690190757481628),29 (0.1495498216803199)
610851newsML.xml,19 (0.9803999999999937),49 (0.0004000000000001231),12 (0.0004000000000001231)
610898newsML.xml,19 (0.9754999999999096),39 (0.0005000000000843465),49 (0.0005000000000001176)
789676newsML.xml,20 (0.49571455997069835),48 (0.4517244971970166),33 (0.04689829222986141)
570015newsML.xml,39 (0.7834737968802612),19 (0.10036155153898207),38 (0.08134983676577182)
479286newsML.xml,29 (0.3273779034327151),1 (0.19670930388618652),37 (0.1902718772438493)
612065newsML.xml,23 (0.3639026851104632),5 (0.1611275267079836),18 (0.08423044903902123)
479765newsML.xml,16 (0.6043143160048339),4 (0.1210065809113008),40 (0.1209480727859526)
609084newsML.xml,16 (0.2563613891095982),21 (0.22454315579177456),23 (0.1988823242551691)
609567newsML.xml,20 (0.29783365102016257),41 (0.1934167837163257),44 (0.1779848452394154)
569512newsML.xml,9 (0.7543234297069104),17 (0.11942580408456423),36 (0.08104858491768788)
610583newsML.xml,16 (0.42115075246998274),25 (0.32542504177998904),33 (0.11087240752082125)
610060newsML.xml,27 (0.9972394366197163),5 (5.6338028169058295e-05),49 (5.6338028169058206e-05)
569038newsML.xml,30 (0.44257163290297746),47 (0.1766353453398002),41 (0.14593127958907404)
645060newsML.xml,38 (0.3737137273976265),45 (0.35137459808707916),22 (0.20708232471324253)
570824newsML.xml,29 (0.35154892810438293),13 (0.24397446567922532),4 (0.190841158561017)
479079newsML.xml,24 (0.6445674005628487),23 (0.1511398612750221),12 (0.08168938230878141)
522635newsML.xml,41 (0.7940642004131117),30 (0.1065079655615294),49 (0.048146804646893235)
570709newsML.xml,23 (0.5271047960463714),3 (0.4583497494081677),12 (0.0003030303030304366)
609751newsML.xml,36 (0.6700296737383369),39 (0.12067746219815065),19 (0.09667079735283444)
570223newsML.xml,39 (0.8926835914893385),3 (0.06793366331151553),36 (0.021305822122142704)
609798newsML.xml,37 (0.28208362934464126),23 (0.1671332025265129),27 (0.15298839793565105)
479553newsML.xml,5 (0.586206517585876),39 (0.1849322698342221),7 (0.1205406321713661)
715014newsML.xml,46 (0.4009836713943909),47 (0.21702183309374207),49 (0.13214331680451888)
479881newsML.xml,13 (0.3662676756054184),37 (0.22883729450009702),46 (0.19801514245165974)
645256newsML.xml,16 (0.8780635279223804),24 (0.05958691855015802),4 (0.05428288015148497)
799066newsML.xml,17 (0.3395484569757398),13 (0.26931619009496943),2 (0.22108465022227025)
479848newsML.xml,29 (0.6084392360976673),16 (0.24088255983507845),34 (0.049096041346954625)
610256newsML.xml,40 (0.4343802569704414),5 (0.19449855984555378),16 (0.14721325544705802)
569724newsML.xml,37 (0.9450044020519018),2 (0.04118818954481745),40 (0.007044818475210568)
570962newsML.xml,19 (0.9782222222222019),49 (0.0004444444444448533),12 (0.0004444444444448533)
645126newsML.xml,48 (0.3316419933425805),26 (0.31118330220749457),22 (0.24005747911786096)
610126newsML.xml,23 (0.40129757299040997),16 (0.20012794321005492),25 (0.11877425265309043)
569454newsML.xml,16 (0.6439810374587059),12 (0.1758797451073193),25 (0.17118683648158556)
479309newsML.xml,5 (0.27562160240929806),21 (0.1734756467129165),23 (0.14786842547321552)
522545newsML.xml,34 (0.5713100764047636),47 (0.1929246766921723),8 (0.16523641784629536)
570479newsML.xml,0 (0.6508384564366809),32 (0.34538201600425594),42 (7.874015748442895e-05)
609421newsML.xml,38 (0.3774152208939197),16 (0.17070885388909945),12 (0.1433244286659521)
570153newsML.xml,12 (0.5382597295004226),26 (0.2300477875188245),16 (0.1681008185130079)
479623newsML.xml,26 (0.9528483553065134),13 (0.024294501836340385),49 (0.00047619047619053897)
569986newsML.xml,29 (0.46793240546786624),9 (0.335209210621388),32 (0.09840618000553178)
789730newsML.xml,46 (0.44086038515147785),12 (0.2131848388644356),26 (0.134669024248742)
610917newsML.xml,19 (0.9772093023255747),49 (0.0004651162790698987),12 (0.0004651162790698987)
569662newsML.xml,37 (0.4406998477717938),26 (0.29996154651767754),46 (0.17378580468549426)
569381newsML.xml,29 (0.4826503695481376),4 (0.3332991223809144),46 (0.06649501086005848)
631774newsML.xml,33 (0.6417037797912228),22 (0.1586707094267336),48 (0.08020845503195936)
610310newsML.xml,24 (0.4213427715459192),38 (0.18835747504996395),44 (0.18038882076347132)
477913newsML.xml,39 (0.2535721864461158),36 (0.20300542369433436),41 (0.19922878859920834)
569348newsML.xml,25 (0.598856899793024),37 (0.26278593601129563),4 (0.08853295476458244)
645310newsML.xml,18 (0.5021513103068675),5 (0.4779926920667011),29 (0.015132379535973003)
666292newsML.xml,18 (0.2773764432889505),1 (0.20048630394344447),41 (0.1703725392838062)
570365newsML.xml,16 (0.3648791713295869),42 (0.24505468050433993),23 (0.2426885156880347)
570686newsML.xml,44 (0.34906467665651597),14 (0.1758353437184086),34 (0.1321192891036136)
479415newsML.xml,25 (0.4039074028213161),6 (0.241790289145143),36 (0.15051170840851066)
522773newsML.xml,37 (0.3168743257475338),1 (0.2861136138663996),43 (0.12603231164142278)
609617newsML.xml,32 (0.7348253915858056),42 (0.1328760763117767),29 (0.07263203987183833)
570569newsML.xml,32 (0.3222685465062715),20 (0.2502933469077343),19 (0.1396577228449858)
712381newsML.xml,1 (0.44863287578443534),23 (0.35361518271430226),17 (0.186147003229628)
609531newsML.xml,44 (0.9246751255639791),8 (0.023566117909427343),40 (0.016070840828075795)
712662newsML.xml,27 (0.27798664233050335),37 (0.20925252785552467),24 (0.15836399170269164)
479219newsML.xml,12 (0.5792740015234449),13 (0.3967259984765483),49 (0.0005000000000001425)
479733newsML.xml,24 (0.6563447532110285),44 (0.22755454923586224),31 (0.06367189702175431)
612033newsML.xml,12 (0.24354193448232048),44 (0.1510097188276468),40 (0.11465666481060895)
570043newsML.xml,29 (0.578957053728079),39 (0.23421337503594253),24 (0.10292672147197657)
789620newsML.xml,22 (0.4548478062298531),35 (0.3948428884317224),45 (0.08945675630011883)
569896newsML.xml,37 (0.44196159922856026),46 (0.3868722313873139),34 (0.11740504607027703)
610807newsML.xml,4 (0.42636106454523265),43 (0.16256437208219343),20 (0.13505813665110533)
570872newsML.xml,4 (0.593079428893515),16 (0.19115649059651085),41 (0.15426691000772677)
645036newsML.xml,45 (0.9895744680850963),49 (0.00021276595744701575),11 (0.00021276595744701575)
610036newsML.xml,42 (0.894626079694373),5 (0.03333592106739325),3 (0.03175570564549857)
569544newsML.xml,2 (0.5385824106178592),33 (0.40607636526887086),19 (0.041098799870841474)
